Start,End,Size,Type,Confidence,Description,Hash
$0e0000,$0e0400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8fc953b8
$0e0400,$0e0800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,3d244ed5
$0e0800,$0e0c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,1de889ea
$0e0c00,$0e1000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,fe37eaba
$0e1000,$0e1400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,6f8ca40d
$0e1400,$0e1800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,9e5ff733
$0e1800,$0e1c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,fbac1f73
$0e1c00,$0e2000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,0d075caf
$0e2000,$0e2400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8b22af22
$0e2400,$0e2800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,305546c5
$0e2800,$0e2c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,0ce15611
$0e2c00,$0e3000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,03debd07
$0e3000,$0e3400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d74e8709
$0e3400,$0e3800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e9cbf1e0
$0e3800,$0e3c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e1fb29b7
$0e3c00,$0e4000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,37aa96e7
$0e4000,$0e4400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,45d8a3bb
$0e4400,$0e4800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8bb8aff6
$0e4800,$0e4c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,cfd359b3
$0e4c00,$0e5000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e9a230ec
$0e5000,$0e5400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,154dfc8e
$0e5400,$0e5800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8e84bed0
$0e5800,$0e5c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,1f7563f2
$0e5c00,$0e6000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,f1e95a5b
$0e6000,$0e6400,1024,structured_data,0.70,Entropy-classified structured_data,9572a1de
$0e6400,$0e6800,1024,structured_data,0.70,Entropy-classified structured_data,58d13f9f
$0e6800,$0e6c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,6644a6df
$0e6c00,$0e7000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,b0ccd240
$0e7000,$0e7400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0be2a386
$0e7400,$0e7800,1024,text_or_code,0.60,Entropy-classified text_or_code,fd16d0da
$0e7800,$0e7c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,38a1493b
$0e7c00,$0e8000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,04b6dff3
$0e8000,$0e8400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e2450a54
$0e8400,$0e8800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,845b6af2
$0e8800,$0e8c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,01a195ca
$0e8c00,$0e9000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f0d5b6ba
$0e9000,$0e9400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,71a5a048
$0e9400,$0e9800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,10ac4716
$0e9800,$0e9c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,67f35f40
$0e9c00,$0ea000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,f1cf4f4d
$0ea000,$0ea400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,1507a2e7
$0ea400,$0ea800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,f6226020
$0ea800,$0eac00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,dc2f4977
$0eac00,$0eb000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a7ee491a
$0eb000,$0eb400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c4544bdf
$0eb400,$0eb800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d9c6f105
$0eb800,$0ebc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,fef64215
$0ebc00,$0ec000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,ef4d370b
$0ec000,$0ec400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,68a805b5
$0ec400,$0ec800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,d0e14d11
$0ec800,$0ecc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cedbd8c4
$0ecc00,$0ed000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,b3970429
$0ed000,$0ed400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7fc93f72
$0ed400,$0ed800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,f1089950
$0ed800,$0edc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,5a7109ea
$0edc00,$0ee000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0148bc60
$0ee000,$0ee400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d0b708eb
$0ee400,$0ee800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8e299fb1
$0ee800,$0eec00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,87d19cbb
$0eec00,$0ef000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,11621ffc
$0ef000,$0ef400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,2129ca0e
$0ef400,$0ef800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,47dc6eda
$0ef800,$0efc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,c055b397
$0efc00,$0f0000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,372c5b10
$0f0000,$0f0400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,51f7b58d
$0f0400,$0f0800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,6bfeaac3
$0f0800,$0f0c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,f0a564e0
$0f0c00,$0f1000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,bc82da59
$0f1000,$0f1400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,5cda6e63
$0f1400,$0f1800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f3356cf0
$0f1800,$0f1c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,eed9e664
$0f1c00,$0f2000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,83945771
$0f2000,$0f2400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4467fd90
$0f2400,$0f2800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,2ff8d23b
$0f2800,$0f2c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1b4fdd41
$0f2c00,$0f3000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1ba2ca6a
$0f3000,$0f3400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c7069e6c
$0f3400,$0f3800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,6b0eb9f1
$0f3800,$0f3c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,81d4865d
$0f3c00,$0f4000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,2ad29be2
$0f4000,$0f4400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,4ec6bddc
$0f4400,$0f4800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,5b86eac2
$0f4800,$0f4c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,91292c14
$0f4c00,$0f5000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,357aeab8
$0f5000,$0f5400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,10396c67
$0f5400,$0f5800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,90a6efff
$0f5800,$0f5c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,2e8bfa00
$0f5c00,$0f6000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cf819c36
$0f6000,$0f6400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d6957f0e
$0f6400,$0f6800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,12e5d043
$0f6800,$0f6c00,1024,text_or_code,0.60,Entropy-classified text_or_code,abfd9c21
$0f6c00,$0f7000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,19efa2f1
$0f7000,$0f7400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,da40a04d
$0f7400,$0f7800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,fac47066
$0f7800,$0f7c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0bbc6c22
$0f7c00,$0f8000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4733f962
$0f8000,$0f8400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e1bdf4b3
$0f8400,$0f8800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,31ddde71
$0f8800,$0f8c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d83fdef9
$0f8c00,$0f9000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cebd3f85
$0f9000,$0f9400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f1a87bc8
$0f9400,$0f9800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4b976f30
$0f9800,$0f9c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,9f118819
$0f9c00,$0fa000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9f4bc650
$0fa000,$0fa400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,2e918cc9
$0fa400,$0fa800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,2bde3c78
$0fa800,$0fac00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,dcc68313
$0fac00,$0fb000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a62ae9b7
$0fb000,$0fb400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,d4195d0b
$0fb400,$0fb800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,293df33b
$0fb800,$0fbc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4d5bf3b8
$0fbc00,$0fc000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9483d3e9
$0fc000,$0fc400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,08091dba
$0fc400,$0fc800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,4dc61fad
$0fc800,$0fcc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e1c46b52
$0fcc00,$0fd000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,24eeb934
$0fd000,$0fd400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e20f3d8b
$0fd400,$0fd800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,6b870ca1
$0fd800,$0fdc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,14c40940
$0fdc00,$0fe000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,058655bf
$0fe000,$0fe400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,82e87a74
$0fe400,$0fe800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,df9ead56
$0fe800,$0fec00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,65efe1fc
$0fec00,$0ff000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e431f8b0
$0ff000,$0ff400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,4d8fa780
$0ff400,$0ff800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,0b76a741
$0ff800,$0ffc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,97f6f8a2
$0ffc00,$100000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,128dad81
$100000,$100400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,4c930dbf
$100400,$100800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e051341f
$100800,$100c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1b029603
$100c00,$101000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,df8ec89e
$101000,$101400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,343466d9
$101400,$101800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ddbdb22a
$101800,$101c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bb2244a8
$101c00,$102000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,3a28b722
$102000,$102400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bbb81840
$102400,$102800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,19d59881
$102800,$102c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,473ecc19
$102c00,$103000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0fc6bc2a
$103000,$103400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,37160a56
$103400,$103800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,89200496
$103800,$103c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,3f9758e1
$103c00,$104000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4cbfce9c
$104000,$104400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1325b605
$104400,$104800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,08604958
$104800,$104c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,35b98c0a
$104c00,$105000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a39e5032
$105000,$105400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,ba2fdb69
$105400,$105800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1993ed26
$105800,$105c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8853795d
$105c00,$106000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cdfb307f
$106000,$106400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,22161358
$106400,$106800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f658cb97
$106800,$106c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,9eed59eb
$106c00,$107000,1024,text_or_code,0.60,Entropy-classified text_or_code,e1871f36
$107000,$107400,1024,text_or_code,0.60,Entropy-classified text_or_code,4c23467a
$107400,$107800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,53d026ee
$107800,$107c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7ed16cc4
$107c00,$108000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ffa789d8
$108000,$108400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,09fe190f
$108400,$108800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,73847ad9
$108800,$108c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,6ad55c42
$108c00,$109000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8734448c
$109000,$109400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ac4b3606
$109400,$109800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f43cb179
$109800,$109c00,1024,text_or_code,0.60,Entropy-classified text_or_code,84632603
$109c00,$10a000,1024,text_or_code,0.60,Entropy-classified text_or_code,eb3458e8
$10a000,$10a400,1024,structured_data,0.70,Entropy-classified structured_data,0eeaf44d
$10a400,$10a800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,b1bed98f
$10a800,$10ac00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bd4d4695
$10ac00,$10b000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,faaab06b
$10b000,$10b400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,08efd07d
$10b400,$10b800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c4f4311d
$10b800,$10bc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,690b3280
$10bc00,$10c000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,edafcdc1
$10c000,$10c400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,11d55150
$10c400,$10c800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,58ac0c57
$10c800,$10cc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,59615b46
$10cc00,$10d000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1d06b725
$10d000,$10d400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,3cc77722
$10d400,$10d800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,24616f65
$10d800,$10dc00,1024,text_or_code,0.60,Entropy-classified text_or_code,b8f43615
$10dc00,$10e000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8e54111d
$10e000,$10e400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,7d66bb6a
$10e400,$10e800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8768ba1c
$10e800,$10ec00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e12465ad
$10ec00,$10f000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,003850ba
$10f000,$10f400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,29c05f6f
$10f400,$10f800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,20b80450
$10f800,$10fc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,7507ad98
$10fc00,$110000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,444a2efd
$110000,$110400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,bc05a52c
$110400,$110800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,5be238d6
$110800,$110c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e64a13d4
$110c00,$111000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e0c164cd
$111000,$111400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,dc61e908
$111400,$111800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,986e6764
$111800,$111c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,fc9a7698
$111c00,$112000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,d65900f2
$112000,$112400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,c1afb9e3
$112400,$112800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,a658a18d
$112800,$112c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,be328f64
$112c00,$113000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9806015c
$113000,$113400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,58cebb23
$113400,$113800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,afdebbdc
$113800,$113c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,21c081b6
$113c00,$114000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,6a638438
$114000,$114400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,a052a57a
$114400,$114800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,2f3c2813
$114800,$114c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,d56d2c99
$114c00,$115000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,5906dcea
$115000,$115400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,25439721
$115400,$115800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f53b7015
$115800,$115c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d2250e98
$115c00,$116000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,6454a01e
